Chart Recorder Data File Tue, Oct 27, 2015 12:47 PM
Time (s)	CH1 (V)  	CH2 (V)  
12:28:56.244	0.000854	0.171993
12:28:56.344	0.000535	0.172941
12:28:56.443	-0.000103	0.171677
12:28:56.543	-0.000742	0.171993
12:28:56.643	-0.000742	0.170729
12:28:56.743	-0.001699	0.169465
12:28:56.843	-0.001061	0.170097
12:28:56.943	-0.002018	0.171045
12:28:57.043	-0.002338	0.171993
12:28:57.143	-0.002338	0.171677
12:28:57.243	-0.002976	0.171677
12:28:57.343	-0.003295	0.172941
12:28:57.443	-0.004253	0.172309
12:28:57.543	-0.003933	0.171361
12:28:57.643	-0.004572	0.172941
12:28:57.743	-0.004253	0.172625
12:28:57.843	-0.004253	0.171677
12:28:57.943	-0.004891	0.171993
12:28:58.043	-0.005529	0.171361
12:28:58.143	-0.005529	0.170413
12:28:58.243	-0.007125	0.169465
12:28:58.343	-0.006168	0.168202
12:28:58.443	-0.006487	0.169149
12:28:58.543	-0.007444	0.169781
12:28:58.643	-0.007444	0.170097
12:28:58.743	-0.008402	0.171045
12:28:58.843	-0.008402	0.170097
12:28:58.943	-0.009040	0.171045
12:28:59.043	-0.009998	0.171045
12:28:59.143	-0.009998	0.171045
12:28:59.243	-0.010955	0.170729
12:28:59.343	-0.009998	0.171993
12:28:59.443	-0.010955	0.171045
12:28:59.543	-0.011913	0.171677
12:28:59.643	-0.012232	0.169781
12:28:59.743	-0.011594	0.170729
12:28:59.843	-0.011913	0.170097
12:28:59.943	-0.013189	0.169465
12:29:00.043	-0.013189	0.167886
12:29:00.143	-0.014147	0.169149
12:29:00.243	-0.013509	0.170097
12:29:00.343	-0.014147	0.171045
12:29:00.443	-0.014785	0.170729
12:29:00.543	-0.015424	0.169781
12:29:00.643	-0.015105	0.169781
12:29:00.743	-0.015743	0.169149
12:29:00.843	-0.016062	0.169149
12:29:00.943	-0.016381	0.169465
12:29:01.043	-0.017020	0.171361
12:29:01.143	-0.017977	0.170097
12:29:01.243	-0.017658	0.170097
12:29:01.343	-0.018935	0.168518
12:29:01.443	-0.018935	0.168202
12:29:01.543	-0.020211	0.169149
12:29:01.643	-0.019892	0.169149
12:29:01.743	-0.019892	0.168833
12:29:01.843	-0.020211	0.169781
12:29:01.943	-0.020850	0.169149
12:29:02.043	-0.021488	0.169149
12:29:02.143	-0.021807	0.169149
12:29:02.243	-0.022126	0.169781
12:29:02.343	-0.021807	0.168833
12:29:02.443	-0.023403	0.169149
12:29:02.543	-0.023403	0.169149
12:29:02.643	-0.023722	0.168833
12:29:02.743	-0.023722	0.169465
12:29:02.843	-0.024999	0.170729
12:29:02.943	-0.024680	0.169465
12:29:03.043	-0.025637	0.167886
12:29:03.143	-0.025956	0.167570
12:29:03.243	-0.026276	0.167570
12:29:03.343	-0.026595	0.168518
12:29:03.443	-0.027233	0.166622
12:29:03.543	-0.028191	0.166306
12:29:03.643	-0.027552	0.166938
12:29:03.743	-0.028510	0.168833
12:29:03.843	-0.028510	0.168202
12:29:03.943	-0.029787	0.169465
12:29:04.043	-0.028829	0.169465
12:29:04.143	-0.029467	0.167570
12:29:04.243	-0.029467	0.167886
12:29:04.343	-0.029787	0.168833
12:29:04.443	-0.030744	0.169465
12:29:04.544	-0.032340	0.167886
12:29:04.644	-0.031382	0.168202
12:29:04.744	-0.032021	0.167254
12:29:04.844	-0.031382	0.169781
12:29:04.944	-0.032021	0.167570
12:29:05.044	-0.032978	0.168833
12:29:05.144	-0.033617	0.169781
12:29:05.244	-0.033936	0.169781
12:29:05.344	-0.033936	0.168833
12:29:05.444	-0.034255	0.168518
12:29:05.544	-0.035213	0.168518
12:29:05.644	-0.035213	0.167886
12:29:05.744	-0.035851	0.167254
12:29:05.844	-0.035851	0.167886
12:29:05.944	-0.036489	0.168833
12:29:06.044	-0.036808	0.167570
12:29:06.144	-0.038404	0.166938
12:29:06.244	-0.037766	0.168833
12:29:06.344	-0.037766	0.167886
12:29:06.444	-0.038404	0.167254
12:29:06.544	-0.039043	0.166938
12:29:06.644	-0.039043	0.166306
12:29:06.744	-0.040000	0.166306
12:29:06.844	-0.040319	0.165674
12:29:06.944	-0.040639	0.165990
12:29:07.044	-0.040958	0.166306
12:29:07.144	-0.040958	0.168202
12:29:07.244	-0.040958	0.167570
12:29:07.344	-0.041596	0.167886
12:29:07.444	-0.042554	0.165674
12:29:07.544	-0.043511	0.165990
12:29:07.644	-0.043511	0.166306
12:29:07.744	-0.043830	0.167254
12:29:07.844	-0.043830	0.168202
12:29:07.944	-0.043830	0.167254
12:29:08.044	-0.044149	0.166938
12:29:08.144	-0.044469	0.166622
12:29:08.244	-0.044788	0.166938
12:29:08.344	-0.045107	0.168202
12:29:08.444	-0.046384	0.167886
12:29:08.544	-0.045745	0.167570
12:29:08.644	-0.046384	0.165674
12:29:08.744	-0.046703	0.164726
12:29:08.844	-0.047660	0.166306
12:29:08.944	-0.047980	0.164094
12:29:09.044	-0.048618	0.165358
12:29:09.144	-0.048937	0.166306
12:29:09.244	-0.048937	0.166622
12:29:09.344	-0.049256	0.167254
12:29:09.444	-0.049895	0.167254
12:29:09.544	-0.050214	0.165990
12:29:09.644	-0.051810	0.167570
12:29:09.744	-0.051490	0.166938
12:29:09.844	-0.051810	0.166938
12:29:09.944	-0.052767	0.168518
12:29:10.044	-0.053086	0.169149
12:29:10.144	-0.052448	0.168518
12:29:10.244	-0.052448	0.167570
12:29:10.344	-0.053725	0.167570
12:29:10.444	-0.054044	0.165990
12:29:10.544	-0.053725	0.167570
12:29:10.644	-0.054363	0.167570
12:29:10.744	-0.054363	0.167570
12:29:10.844	-0.055321	0.165674
12:29:10.944	-0.055321	0.165674
12:29:11.044	-0.056597	0.166622
12:29:11.144	-0.056278	0.166306
12:29:11.244	-0.057236	0.165990
12:29:11.344	-0.057555	0.167570
12:29:11.444	-0.057874	0.167254
12:29:11.544	-0.057874	0.165990
12:29:11.644	-0.058193	0.165990
12:29:11.744	-0.058832	0.167886
12:29:11.844	-0.059151	0.164094
12:29:11.944	-0.059470	0.163463
12:29:12.044	-0.059470	0.163779
12:29:12.144	-0.059789	0.164410
12:29:12.244	-0.060427	0.163779
12:29:12.344	-0.061066	0.166622
12:29:12.444	-0.061385	0.165674
12:29:12.544	-0.062342	0.165358
12:29:12.644	-0.061704	0.166306
12:29:12.744	-0.062342	0.166622
12:29:12.844	-0.063300	0.165990
12:29:12.944	-0.063619	0.167886
12:29:13.044	-0.064257	0.165990
12:29:13.144	-0.064257	0.165358
12:29:13.244	-0.064257	0.165042
12:29:13.344	-0.064577	0.164726
12:29:13.444	-0.065215	0.163463
12:29:13.544	-0.065534	0.165358
12:29:13.644	-0.065534	0.166938
12:29:13.744	-0.067449	0.166306
12:29:13.844	-0.067130	0.165990
12:29:13.943	-0.067768	0.165674
12:29:14.043	-0.067449	0.165358
